value
MEG_3831|Drugs|Lipopeptides|Lysocin-resistant_mutant|MENA|RequiresSNPConfirmation
18462537|AAL72309.1|AF386526.1|1|1|sepA|sepA|serine_protease_autotransporter_toxin_SepA AF386526.1:56839-52745
139002755|BAF52033.1|AB271153.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB271153.1:1-1740
139003787|BAF52360.1|AB275115.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB275115.1:1-894
139003840|BAF52374.1|AB275129.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB275129.1:1-753
124106658|BAF45451.1|AB253571.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB253571.1:1-894
157688250|ABQ02442.1|EF204922.1|1|1|ehxA|ehxA|enterohemolysin_EhxA EF204922.1:1-2997
164457634|BAF96541.1|AB303062.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA AB303062.1:8681-7443
16417609|AAL18821.1|AY258503.2|1|1|epeA|epeA|serine_protease_autotransporter_EpeA AY258503.2:48716-52795
145208|AAA23421.1|M21788.1|1|1|fim41a|fim41a|fimbrial_adhesin_F41_protein_Fim41a M21788.1:93-926
1450277924|AXN77488.1|MH115577.1|1|1|ednB|ednB|epidermal_cell_differentiation_inhibitor_EdnB MH115577.1:1734-2489
15139857|CAC48396.1|AJ313015.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A AJ313015.1:77-1036
222708683|ACM67143.1|FJ609798.1|1|1|alpha-1|alpha-1|intimin_type_alpha FJ609798.1:125-2944
222708693|ACM67148.1|FJ609803.1|1|1|gamma-1|gamma-1|intimin_type_gamma FJ609803.1:125-2929
222708721|ACM67162.1|FJ609817.1|1|1|gamma-4|gamma-4|intimin_type_gamma FJ609817.1:126-2933
222708719|ACM67161.1|FJ609816.1|1|1|beta-2|beta-2|intimin_type_beta FJ609816.1:125-2944
215489834|CAS06720.1|FM872418.1|1|1|gamma-2|gamma-2|intimin_type_theta FM872418.1:108-2915
20520340|AAM26221.1|AE011191.1|1|1|capC|capC|capsular_polyglutamate_amide_ligase/translocase_CapC AE011191.1:55584-55135
218921813|CAW30811.1|FM955461.1|1|1|nfaE|nfaE|Dr_family_non-fimbrial_adhesin_I_chaperone_NfaE FM955461.1:667-1410
218428771|CAR09712.2|CU928162.2|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha CU928162.2:3487095-3485005
22001089|AAM88298.1|AF411067.1|1|1|agg3A|agg3A|aggregative_adherence_fimbria_3_major_subunit_Agg3A AF411067.1:4258-4755
218354186|CAV00812.1|CU928145.2|1|1|lpfA-O113|lpfA-O113|long_polar_fimbria_major_subunit_LpfA-O113 CU928145.2:4291832-4291260
10312130|AAG16676.1|AF255772.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA AF255772.1:372-1196
115500654|BAF33885.1|AB255435.1|1|1|sepA|sepA|serine_protease_autotransporter_toxin_SepA AB255435.1:9654-13748
11875682|AAG40758.1|AF301618.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AF301618.1:51-1694
1212330125|ASF80771.1|KY887595.1|1|1|LHR_hsp20B|LHR_hsp20B|small_heat_shock_protein_sHSP20-GI KY887595.1:165448-165906
1106361870|SGR88193.1|FQDL01000019.1|1|1|sei|sei|staphylococcal_enterotoxin_type_I FQDL01000019.1:23056-22325
110615361|ABF04028.1|CP000266.1|1|1|ipaH2|ipaH2|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2 CP000266.1:1918541-1920292
297374344|CBL93318.1|FN822745.1|1|1|capU|capU|putative_hexosyltransferase_CapU FN822745.1:40310-39222
294492172|ADE90928.1|CP001969.1|1|1|vac_auto|vac_auto|vacuolating_autotransporter_toxin_Vat CP001969.1:300764-296634
29894808|AAP08097.1|AE016877.1|1|1|cytK2|cytK2|beta-channel_forming_cytolysin_CytK2 AE016877.1:1092459-1091449
301344464|ADK73987.1|HM581522.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir HM581522.1:1677-1
30043229|AAP18950.1|AE014073.1|1|1|lpfA-O113|lpfA-O113|long_polar_fimbria_major_subunit_LpfA-O113 AE014073.1:3855926-3856498
284924606|CBG27784.1|FN554767.1|1|1|aafB|aafB|aggregative_adherence_fimbria_II_minor_subunit_AafB FN554767.1:22994-22554
284057669|ADB68610.1|CP001602.2|1|1|emrE_Lis|emrE_Lis|quaternary_ammonium_compound_efflux_SMR_transporter_EmrE CP001602.2:1850670-1850347
2865304|AAC38396.1|AF022236.1|1|1|espB|espB|type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB AF022236.1:32115-33080
290764922|ADD58883.1|CP001846.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir CP001846.1:4489110-4487440
290764911|ADD58872.1|CP001846.1|1|1|espF|espF|type_III_secretion_system_LEE_effector_EspF CP001846.1:4477513-4476749
325667861|ADZ44504.1|CP002247.1|1|1|arsR_pYV|arsR_pYV|As(III)-sensing_metalloregulatory_transcriptional_repressor_ArsR CP002247.1:55496-55176
32307019|AAP78989.1|AY206439.1|1|1|ipaD|ipaD|type_III_secretion_system_needle_tip_complex_protein_IpaD AY206439.1:6017-5019
332312684|EGJ25779.1|CM001159.1|1|1|arsD_like|arsD_like|arsenite_efflux_transporter_metallochaperone_ArsD-related_protein CM001159.1:2397127-2397438
356484840|AET11941.1|JN159726.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA JN159726.1:4023-2782
332312691|EGJ25786.1|CM001159.1|1|1|arsB_Lm|arsB_Lm|arsenite_efflux_transporter_membrane_subunit_ArsB CM001159.1:2403419-2404474
30387001|CAD56174.1|AJ515251.1|1|1|mchF|mchF|microcin_H47_export_transporter_peptidase/ATP-binding_subunit_MchF AJ515251.1:9043-11139
30257898|AAP27127.1|AE016879.1|1|1|alo|alo|anthrolysin_O/cereolysin_O_family_cholesterol-dependent_cytolysin_Alo AE016879.1:3087836-3086298
304952|AAA16361.1|L11078.1|1|1|stxB2b|stxB2b|Shiga_toxin_Stx2b_subunit_B L11078.1:1149-1412
3212082|AAC21574.1|AF068634.1|1|1|hld|hld|delta-hemolysin AF068634.1:155-232
304954|AAA16362.1|L11079.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A L11079.1:177-1136
23574039|CAD48850.1|AJ508930.1|1|1|cdtB_III|cdtB_III|cytolethal_distending_toxin_type_III/V_nuclease_subunit_CdtB AJ508930.1:884-1693
240851568|CAQ68302.1|FM177471.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A FM177471.1:277-1236
257146580|CAX45737.1|FM998855.1|1|1|stxB2d|stxB2d|Shiga_toxin_Stx2d_subunit_B FM998855.1:972-1241
255760591|ACU32684.1|GQ429162.1|1|1|stxA2a|stxA2a|Shiga_toxin_Stx2a_subunit_A GQ429162.1:1-960
257146583|CAX45739.1|FM998856.1|1|1|stxB2a|stxB2a|Shiga_toxin_Stx2a_subunit_B FM998856.1:972-1241
25992110|AAN77057.1|AF500189.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A AF500189.1:169-1128
25987939|AAN76093.1|AF449498.2|1|1|iroN|iroN|siderophore_salmochelin_receptor_IroN AF449498.2:13211-11034
253721162|ACT33471.1|CP001162.1|1|1|f17g|f17g|F17G_fimbrial_adhesin CP001162.1:13641-14672
760237700|AJP10339.1|CP010905.2|1|1|tcdA|tcdA|glycosylating_toxin_TcdA CP010905.2:780383-788515
81241388|ABB62098.1|CP000034.1|1|1|ipaH2|ipaH2|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH2 CP000034.1:1816133-1817884
8439282|CAB94149.1|AJ272135.1|1|1|stxB2a|stxB2a|Shiga_toxin_Stx2a_subunit_B AJ272135.1:972-1241
73856581|AAZ89288.1|CP000038.1|1|1|senB|senB|enterotoxin_production-related_protein_TieB CP000038.1:2824139-2825314
73697823|AAZ81519.1|DQ153391.1|1|1|plcR|plcR|transcriptional_regulator_PlcR DQ153391.1:300-1157
73857097|AAZ89804.1|CP000038.1|1|1|sigA|sigA|serine_protease_autotransporter_toxin_SigA CP000038.1:3393818-3389961
73858402|AAZ91108.1|CP000039.1|1|1|ipaD|ipaD|type_III_secretion_system_needle_tip_complex_protein_IpaD CP000039.1:83306-82308
87203193|ABD31003.1|CP000253.1|1|1|splB|splB|serine_protease_SplB CP000253.1:1846529-1845807
8671435|BAA96815.1|AB036053.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AB036053.1:20-1678
443421075|AGC85979.1|CP004009.1|1|1|iss|iss|increased_serum_survival_lipoprotein_Iss CP004009.1:1276088-1276381
4335904|AAD17509.1|AF055306.1|1|1|f17a|f17a|F17A_fimbrial_adhesin AF055306.1:1-546
469236|AAA24698.1|AF218073.1|1|1|tsh|tsh|temperature-sensitive_protease_autotransporter_hemagglutinin_Tsh AF218073.1:4127-8260
49868020|AAT68782.1|AF399919.3|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha AF399919.3:9461-11548
383468048|EID63069.1|CM001474.1|1|1|ipaH5|ipaH5|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH5 CM001474.1:2810439-2808676
380503743|BAL72697.1|AB583185.1|1|1|cdtB|cdtB|cytolethal_distending_toxin_nuclease_subunit_CdtB AB583185.1:789-1598
41581507|AAS07588.1|AY443048.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A AY443048.1:116-1075
42736960|AAS40894.1|AE017194.1|1|1|nheC|nheC|non-hemolytic_enterotoxin_NHE_subunit_C AE017194.1:1905394-1906473
42294|CAA43563.1|X61239.1|1|1|papH|papH|P_fimbrial_minor_subunit_PapH X61239.1:2384-2971
62085706|AAX63245.1|AY970783.1|1|1|fedF|fedF|F18_fimbrial_adhesin_subunit_FedF AY970783.1:1-903
58200293|AAW66356.1|AY730636.1|1|1|cpb2|cpb2|beta-2_toxin_CPB2 AY730636.1:1-798
73476909|AAZ76524.1|AY258503.2|1|1|subA|subA|subtilase_AB5_cytotoxin_subunit_A AY258503.2:152070-151027
73476882|AAZ76497.1|AY258503.2|1|1|ehxA|ehxA|enterohemolysin_EhxA AY258503.2:117132-114136
57284345|AAW36439.1|CP000046.1|1|1|sek|sek|staphylococcal_enterotoxin_type_K CP000046.1:905528-904800
56434902|AAV91321.1|AY840983.1|1|1|efa1|efa1|lymphostatin_Efa1/LifA AY840983.1:274-9945
228633333|EEK89940.1|ACMA01000037.1|1|1|entFM|entFM|enterotoxin_EntFM ACMA01000037.1:104828-106123
22087600|AAM90978.1|AF524944.1|1|1|stxB2a|stxB2a|Shiga_toxin_Stx2a_subunit_B AF524944.1:997-1266
221361536|CAX18726.1|FM986652.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir FM986652.1:37595-35946
218921818|CAW30815.1|FM955462.1|1|1|nfaE|nfaE|Dr_family_non-fimbrial_adhesin_I_chaperone_NfaE FM955462.1:632-1375
218359334|CAU95824.1|CU928159.2|1|1|agg3D|agg3D|aggregative_adherence_fimbria_3_chaperone_Agg3D CU928159.2:58326-57574
219881620|ACL51990.1|FJ386569.1|1|1|toxB|toxB|toxin_B FJ386569.1:39589-49089
222708735|ACM67169.1|FJ609824.1|1|1|gamma-4|gamma-4|intimin_type_gamma FJ609824.1:126-2933
222708733|ACM67168.1|FJ609823.1|1|1|alpha-1|alpha-1|intimin_type_alpha FJ609823.1:125-2944
224612960|CAQ77251.1|FM180012.1|1|1|hlyA-alpha|hlyA-alpha|RTX_toxin_hemolysin_HlyA FM180012.1:1858-4932
222708695|ACM67149.1|FJ609804.1|1|1|gamma-3|gamma-3|intimin_type_gamma FJ609804.1:125-2932
222708707|ACM67155.1|FJ609810.1|1|1|epsilon-8|epsilon-8|intimin_type_epsilon FJ609810.1:125-2971
222708701|ACM67152.1|FJ609807.1|1|1|beta-2|beta-2|intimin_type_beta FJ609807.1:125-2944
38636519|CAD87835.1|AJ555214.1|1|1|stb|stb|heat-stable_enterotoxin_ST-II AJ555214.1:6072-6287
384385574|AFH83235.1|CP002091.1|1|1|entFM|entFM|enterotoxin_EntFM CP002091.1:1828975-1830240
401658099|EJS75599.1|AHDB01000025.1|1|1|entFM|entFM|enterotoxin_EntFM AHDB01000025.1:17498-16197
41581510|AAS07590.1|AY443049.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A AY443049.1:1-960
407052774|AFS72825.1|CP003289.1|1|1|pic_auto|pic_auto|serine_protease_autotransporter_toxin_Pic CP003289.1:923836-919718
3417255|CAA12348.1|AJ225018.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA AJ225018.1:1-579
332312685|EGJ25780.1|CM001159.1|1|1|arsA|arsA|arsenite_efflux_transporter_ATPase_subunit_ArsA CM001159.1:2397458-2399197
349739484|AEQ14190.1|CP003034.1|1|1|iha|iha|bifunctional_siderophore_receptor/adhesin_Iha CP003034.1:3531380-3529290
356484913|AET12008.1|JN159732.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA JN159732.1:6197-4956
354855824|EHF16297.1|AFRH01000026.1|1|1|aggB|aggB|aggregative_adherence_fimbria_I_minor_subunit_AggB AFRH01000026.1:54581-55018
472420551|EMS03085.1|AHAW01000077.1|1|1|aggA|aggA|aggregative_adherence_fimbria_I_major_subunit_AggA AHAW01000077.1:7109-7627
4689215|AAD27810.1|AF114828.1|1|1|aafC|aafC|aggregative_adherence_fimbria_II_usher_protein_AafC AF114828.1:3141-571
476720331|ENA25238.1|AQFH01000003.1|1|1|papA|papA|P_fimbria_major_subunit_PapA AQFH01000003.1:1372-1926
487395|AAA18472.1|U09235.1|1|1|ystA|ystA|ST-I_family_heat-stable_enterotoxin_YstA U09235.1:1089-1304
4335906|AAD17510.1|AF055307.1|1|1|f17a|f17a|F17A_fimbrial_adhesin AF055307.1:1-543
42529|CAA43558.1|X61238.1|1|1|papG-III|papG-III|P_fimbria_tip_G-adhesin_PapG-III X61238.1:1223-2230
44307598|AAS47019.1|AY485823.1|1|1|nleC|nleC|type_III_secretion_system_effector_zinc_metalloprotease_NleC AY485823.1:338-1330
443905548|CCG33322.1|FO203355.1|1|1|iroN|iroN|siderophore_salmochelin_receptor_IroN FO203355.1:4690045-4692219
282948281|CBG87859.1|FN543502.1|1|1|nleB|nleB|type_III_secretion_system_effector_arginine_glycosyltransferase_NleB FN543502.1:1190611-1191600
281600803|ADA73787.1|CP001383.1|1|1|ipaH3|ipaH3|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH3 CP001383.1:1484495-1482789
284924280|CBG37385.1|FN554766.1|1|1|aaiC|aaiC|type_VI_secretion_system_protein_AaiC/Hcp2 FN554766.1:4895043-4895549
284924617|CBG27800.1|FN554767.1|1|1|aafA|aafA|aggregative_adherence_fimbria_II_major_subunit_AafA FN554767.1:39652-40134
284924615|CBG27798.1|FN554767.1|1|1|aafD|aafD|aggregative_adherence_fimbria_II_chaperone_AafD FN554767.1:38499-39248
2465782|AAC45719.1|AF022140.1|1|1|f17a|f17a|F17A_fimbrial_adhesin AF022140.1:317-859
2765303|CAA73667.1|Y13225.1|1|1|lukE|lukE|bi-component_leukocidin_LukED_subunit_E Y13225.1:511-1455
257146534|CAX45706.1|FM998840.1|1|1|stxA2d|stxA2d|Shiga_toxin_Stx2d_subunit_A FM998840.1:1-960
3095184|AAC26634.1|AF056581.1|1|1|pet|pet|serine_protease_autotransporter_toxin_Pet AF056581.1:281-4168
30258405|AAP27624.1|AE016879.1|1|1|plcA|plcA|phosphatidylinositol_diacylglycerol-lyase AE016879.1:3558636-3557647
315000231|CAX53242.1|FN252457.1|1|1|stxB2i|stxB2i|Shiga_toxin_Stx2i_subunit_B FN252457.1:1206-1475
3253294|AAC24352.1|AF043471.1|1|1|ehxA|ehxA|enterohemolysin_EhxA AF043471.1:1-2997
325048858|BAJ79293.1|AB571091.1|1|1|aafA|aafA|aggregative_adherence_fimbria_II_major_subunit_AafA AB571091.1:34-516
290430|AAA23736.1|L14319.1|1|1|f17g|f17g|F17G_fimbrial_adhesin L14319.1:1-1032
2865308|AAC38400.1|AF022236.1|1|1|espF|espF|type_III_secretion_system_LEE_effector_EspF AF022236.1:34121-34741
291431185|EFF04178.1|GG749185.1|1|1|emrD|emrD|multidrug_efflux_MFS_transporter_EmrD GG749185.1:116813-118003
302333605|ADL23798.1|CP002114.3|1|1|scn|scn|complement_inhibitor_SCIN-A CP002114.3:2044283-2043933
29896770|AAP10048.1|AE016877.1|1|1|hblC|hblC|hemolytic_enterotoxin_HBL_lytic_component_L2 AE016877.1:3066399-3065080
139003798|BAF52364.1|AB275119.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB275119.1:1-1458
1437152696|SUK32596.1|UHAS01000001.1|1|1|selZ|selZ|staphylococcal_enterotoxin_type_Z UHAS01000001.1:43630-44409
139003791|BAF52362.1|AB275117.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB275117.1:1-753
15419714|AAK97136.1|AF296132.1|1|1|cfaC|cfaC|CFA/I_pilus_usher_protein_CfaC AF296132.1:1589-4192
153012|AAA26628.1|M17348.1|1|1|etb|etb|exfoliative_toxin_B M17348.1:423-1256
156185969|ABU55302.1|EU086525.1|1|1|stxA2c|stxA2c|Shiga_toxin_Stx2c_subunit_A EU086525.1:25-984
157076729|ABV16438.1|CP000799.1|1|1|eatA|eatA|serine_protease_autotransporter_toxin_EatA CP000799.1:49306-53406
148524739|BAF63361.1|AB285204.1|1|1|cdtB_I|cdtB_I|cytolethal_distending_toxin_type_I_nuclease_subunit_CdtB AB285204.1:24960-25781
153004|AAA26624.1|M28364.1|1|1|sec2|sec2|staphylococcal_enterotoxin_type_C2 M28364.1:1-801
1159362952|OPH66324.1|MWVK01000001.1|1|1|lpfA1|lpfA1|long_polar_fimbria_major_subunit_LpfA1 MWVK01000001.1:267137-266601
121308153|CAM11313.1|AM421995.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA AM421995.1:1-1242
121308175|CAM11324.1|AM422006.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA AM422006.1:1-1242
121308155|CAM11314.1|AM421996.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA AM421996.1:1-1242
100173077|ABF69122.1|DQ523615.1|1|1|alpha-5|alpha-5|intimin_type_nu DQ523615.1:126-2948
1072301034|BAV60816.1|LC129040.1|1|1|sea|sea|staphylococcal_enterotoxin_type_A LC129040.1:6023-5250
1134531377|APX31176.1|CP016838.1|1|1|LHR_trx|LHR_trx|heat_resistance_system_thioredoxin_Trx-GI CP016838.1:144251-144691
110681648|BAE98279.1|AB247923.1|1|1|bfpA|bfpA|bundle-forming_pilus_major_subunit_BfpA AB247923.1:36-617
12518439|AAG58818.1|AE005174.2|1|1|espB|espB|type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB AE005174.2:4660964-4660026
124377417|BAF46125.1|AB262081.1|1|1|tpeL|tpeL|glycosylating_toxin_TpeL AB262081.1:673-5628
1321015612|AUM09788.1|CP022279.1|1|1|stxA2h|stxA2h|Shiga_toxin_Stx2h_subunit_A CP022279.1:4123764-4122805
13310620|AAK18444.1|AF348706.1|1|1|ipaD|ipaD|type_III_secretion_system_needle_tip_complex_protein_IpaD AF348706.1:103111-102113
124107893|ABM90581.1|EF011041.1|1|1|perA|perA|BFP_system_transcriptional_regulator_PerA EF011041.1:5-829
124106636|BAF45440.1|AB253560.1|1|1|tccP2|tccP2|Tir-cytoskeleton_coupling_protein_TccP2 AB253560.1:1-1317
218353995|CAV00478.1|CU928145.2|1|1|lpfA_gen|lpfA_gen|long_polar_fimbria_major_subunit_LpfA CU928145.2:4082458-4081934
18147037|BAB83002.1|AB048227.1|1|1|stxA2g|stxA2g|Shiga_toxin_Stx2g_subunit_A AB048227.1:1-960
18147031|BAB82998.1|AB048225.1|1|1|stxA2b|stxA2b|Shiga_toxin_Stx2b_subunit_A AB048225.1:1-960
18147038|BAB83003.1|AB048227.1|1|1|stxB2g|stxB2g|Shiga_toxin_Stx2g_subunit_B AB048227.1:973-1242
187426857|ACD06132.1|CP001062.1|1|1|ipaD|ipaD|type_III_secretion_system_needle_tip_complex_protein_IpaD CP001062.1:105359-104361
18147068|BAB83023.1|AB048237.1|1|1|stxB1c|stxB1c|Shiga_toxin_Stx1c_subunit_B AB048237.1:959-1228
170518246|ACB16424.1|CP000970.1|1|1|lpfA-O113|lpfA-O113|long_polar_fimbria_major_subunit_LpfA-O113 CP000970.1:4191334-4190762
17384671|CAC81883.1|AJ277443.1|1|1|efa1|efa1|lymphostatin_Efa1/LifA AJ277443.1:47093-37422
195957621|ACG59730.1|EU871628.1|1|1|espB|espB|type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB EU871628.1:14923-13985
195957571|ACG59681.1|EU871627.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir EU871627.1:18479-16809
195957623|ACG59732.1|EU871628.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA EU871628.1:16659-16081
1943230582|QPS53461.1|CP065744.1|1|1|bpsD|bpsD|sugar_transferase_BpsD CP065744.1:163121-162450
812239686|CNC65351.1|CHJR01000063.1|1|1|yadA|yadA|trimeric_autotransporter_adhesin_YadA CHJR01000063.1:15551-14088
86753170|ABD14712.1|DQ360825.1|1|1|cesB|cesB|cereulide_non-ribosomal_peptide_synthetase_CesB DQ360825.1:17034-25079
886953|CAA88252.1|Z48219.1|1|1|sepA|sepA|serine_protease_autotransporter_toxin_SepA Z48219.1:262-4362
753571990|AJI08022.1|CP009591.1|1|1|bpsF|bpsF|UDP-N-acetylglucosamine_2-epimerase_BpsF CP009591.1:198161-197016
753572047|AJI08079.1|CP009591.1|1|1|bpsE|bpsE|N-acetylneuraminate_synthase_family_protein_BpsE CP009591.1:199233-198187
944825|CAA90630.1|Z50754.1|1|1|stxA2a|stxA2a|Shiga_toxin_Stx2a_subunit_A Z50754.1:176-1135
5305719|AAD41788.1|AF132087.1|1|1|plcR|plcR|transcriptional_regulator_PlcR AF132087.1:515-1372
51949833|AAU14850.1|AY609165.1|1|1|cpb2|cpb2|beta-2_toxin_CPB2 AY609165.1:1-798
531397|AAA57451.1|U12894.1|1|1|aggD|aggD|aggregative_adherence_fimbria_I_chaperone_AggD U12894.1:133-891
54311621|CAG17536.1|AJ633129.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AJ633129.1:22518-24170
535055|CAA85368.1|Z36900.1|1|1|stxA1a|stxA1a|Shiga_toxin_Stx1a_subunit_A Z36900.1:156-1103
4894335|AAD32423.1|AF065404.1|1|1|atxA|atxA|anthrax_toxin_expression_trans-acting_transcriptional_regulator_AtxA AF065404.1:150042-151469
4894326|AAD32414.1|AF065404.1|1|1|pagA|pagA|anthrax_toxin_protective_antigen AF065404.1:135455-133161
508434103|EOW04219.1|ASVE01000004.1|1|1|iroB|iroB|salmochelin_biosynthesis_C-glycosyltransferase_IroB ASVE01000004.1:54245-55360
721887147|KHA45933.1|JTAG01000003.1|1|1|hasA|hasA|hyaluronan_synthase_HasA JTAG01000003.1:4847-3564
674651835|CDY80020.1|LM994717.1|1|1|LHR_hsp20A|LHR_hsp20A|small_heat_shock_protein_sHSP20 LM994717.1:32149-32718
550424|CAA57278.1|X81586.1|1|1|hlgB|hlgB|bi-component_gamma-hemolysin_HlgAB/HlgCB_subunit_B X81586.1:2599-3576
57434450|CAI43867.1|AJ303141.2|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir AJ303141.2:79677-78061
6470205|AAF13659.1|AF188935.1|1|1|capE|capE|capsule_biosynthesis_protein_CapE AF188935.1:52780-52637
63002572|AAY25395.1|DQ007024.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir DQ007024.1:1-1656
22001088|AAM88297.1|AF411067.1|1|1|agg3B|agg3B|aggregative_adherence_fimbria_3_minor_subunit_Agg3B AF411067.1:3643-4083
21636536|AAM70045.1|AF461173.1|1|1|stxA2a|stxA2a|Shiga_toxin_Stx2a_subunit_A AF461173.1:329-1288
221361465|CAX18635.1|FM986651.1|1|1|espF|espF|type_III_secretion_system_LEE_effector_EspF FM986651.1:21186-20407
221361471|CAX18641.1|FM986651.1|1|1|espA|espA|type_III_secretion_system_LEE_translocon_filament_protein_EspA FM986651.1:25053-24475
195957564|ACG59674.1|EU871627.1|1|1|espB|espB|type_III_secretion_system_LEE_translocon_pore-forming_subunit_EspB EU871627.1:8860-7922
195957628|ACG59737.1|EU871628.1|1|1|tir|tir|type_III_secretion_system_LEE_translocated_intimin_receptor_Tir EU871628.1:24550-22868
1951967720|QQK39289.1|MT975442.1|1|1|aph(3')-IId|aph(3')-IId|aminoglycoside_O-phosphotransferase_APH(3')-IId MT975442.1:1-801
20520635|CAD30848.1|AJ459584.1|1|1|efa1|efa1|lymphostatin_Efa1/LifA AJ459584.1:724-10395
239710|AAB20438.1|S68237.1|1|1|focG|focG|F1C_fimbria_minor_subunit_FocG S68237.1:580-1080
260279121|BAI44131.1|AB513347.1|1|1|agg5A|agg5A|aggregative_adherence_fimbria_V_major_subunit_Agg5A AB513347.1:481-996
257766018|BAI37513.1|AP010960.1|1|1|nleB|nleB|type_III_secretion_system_effector_arginine_glycosyltransferase_NleB AP010960.1:3712727-3713716
26109868|AAN82073.1|AE014075.1|1|1|iucC|iucC|NIS_family_aerobactin_synthetase_IucC AE014075.1:3466470-3464728
281601418|ADA74402.1|CP001383.1|1|1|ipaH4|ipaH4|T3SS_effector_E3_ubiquitin-protein_ligase_IpaH4/H7 CP001383.1:2102130-2103773
27549252|AAO17297.1|AY163491.2|1|1|eatA|eatA|serine_protease_autotransporter_toxin_EatA AY163491.2:201-4295
254939480|BAH86760.1|AB472687.1|1|1|stxB2f|stxB2f|Shiga_toxin_Stx2f_subunit_B AB472687.1:973-1236
257765295|BAI36790.1|AP010960.1|1|1|nleA|nleA|type_III_secretion_system_effector_NleA AP010960.1:2904160-2905482
257760797|BAI32294.1|AP010958.1|1|1|efa1|efa1|lymphostatin_Efa1/LifA AP010958.1:3642322-3651993
22759881|BAC10987.1|AB071619.1|1|1|stxA1c|stxA1c|Shiga_toxin_Stx1c_subunit_A AB071619.1:1-948
22652649|AAN03786.1|AF483829.1|1|1|cnf1|cnf1|cytotoxic_necrotizing_factor_CNF1 AF483829.1:182-3226
222708725|ACM67164.1|FJ609819.1|1|1|gamma-4|gamma-4|intimin_type_gamma FJ609819.1:126-2933
222708727|ACM67165.1|FJ609820.1|1|1|gamma-3|gamma-3|intimin_type_gamma FJ609820.1:125-2932
228698261|EEL50994.1|ACML01000111.1|1|1|entFM|entFM|enterotoxin_EntFM ACML01000111.1:10633-11937
100173067|ABF69117.1|DQ523610.1|1|1|epsilon-7|epsilon-7|intimin_type_xi DQ523610.1:126-2972
1150846|AAA85196.1|U42629.1|1|1|cnf1|cnf1|cytotoxic_necrotizing_factor_CNF1 U42629.1:858-3902
115500657|BAF33888.1|AB255435.1|1|1|agg4D|agg4D|aggregative_adherence_fimbria_4_chaperone_Agg4D/HdaD AB255435.1:15366-16124
1212330117|ASF80763.1|KY887595.1|1|1|clpK|clpK|heat_shock_survival_AAA_family_ATPase_ClpK KY887595.1:161433-164282
110681652|BAE98281.1|AB247925.1|1|1|bfpA|bfpA|bundle-forming_pilus_major_subunit_BfpA AB247925.1:36-617
